mol,SMILES_RESULT,Chemspace_ID,Product_type,Price_for_1_mg_pack__USD,Cheapest_pack_size,Cheapest_pack_cost__USD,Supplier,$File,SMILES_QUERY
ClC1=CC=CC2=C1C=C(S2)C(=O)N1CCOCC1C1=CC=CC=C1,ClC1=CC=CC2=C1C=C(S2)C(=O)N1CCOCC1C1=CC=CC=C1,CSRS8030130636560726043303512129792,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC(=C2)C(=O)N1COCCC1C1=CC=CC=C1,ClC1=CC=CC2=C1SC(=C2)C(=O)N1COCCC1C1=CC=CC=C1,CSRS8030130636560726043303512130048,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC=C2C(=O)N1CC(C1)OCC1=CC=CC=C1,ClC1=CC=CC2=C1SC=C2C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512130304,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1C=C(S2)C(=O)N1CC(C1)OCC1=CC=CC=C1,ClC1=CC=CC2=C1C=C(S2)C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512130560,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C=C(SC2=C1)C(=O)N1COCCC1C1=CC=CC=C1,ClC1=CC=C2C=C(SC2=C1)C(=O)N1COCCC1C1=CC=CC=C1,CSRS8030130636560726043303512130816,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1C=C(S2)C(=O)N(CC1=CC=CC=C1)C1COC1,ClC1=CC=CC2=C1C=C(S2)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512131072,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1C=C(S2)C(=O)N1COCCC1C1=CC=CC=C1,ClC1=CC=CC2=C1C=C(S2)C(=O)N1COCCC1C1=CC=CC=C1,CSRS8030130636560726043303512131328,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC(=C2)C(=O)N1CCOC(C1)C1=CC=CC=C1,ClC1=CC=CC2=C1SC(=C2)C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512131584,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC(=C2)C(=O)N1CC(C1)OCC1=CC=CC=C1,ClC1=CC=CC2=C1SC(=C2)C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512131840,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC(=CC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,ClC1=CC=C2SC(=CC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512132096,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C(SC=C2C(=O)N2COCCC2C2=CC=CC=C2)=C1,ClC1=CC=C2C(SC=C2C(=O)N2COCCC2C2=CC=CC=C2)=C1,CSRS8030130636560726043303512132352,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC=C(C(=O)N3CCOC(C3)C3=CC=CC=C3)C2=C1,ClC1=CC=C2SC=C(C(=O)N3CCOC(C3)C3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512132608,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC(=CC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,ClC1=CC=C2SC(=CC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,CSRS8030130636560726043303512132864,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C(SC=C2C(=O)N2CCOC(C2)C2=CC=CC=C2)=C1,ClC1=CC=C2C(SC=C2C(=O)N2CCOC(C2)C2=CC=CC=C2)=C1,CSRS8030130636560726043303512133120,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C(SC=C2C(=O)N(CC2=CC=CC=C2)C2COC2)=C1,ClC1=CC=C2C(SC=C2C(=O)N(CC2=CC=CC=C2)C2COC2)=C1,CSRS8030130636560726043303512133376,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C=C(SC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,ClC1=CC=C2C=C(SC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512133632,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC=C(C(=O)N3CC(C3)OCC3=CC=CC=C3)C2=C1,ClC1=CC=C2SC=C(C(=O)N3CC(C3)OCC3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512133888,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC(=C2)C(=O)N(CC1=CC=CC=C1)C1COC1,ClC1=CC=CC2=C1SC(=C2)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512134144,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1C=C(S2)C(=O)N1CCOC(C1)C1=CC=CC=C1,ClC1=CC=CC2=C1C=C(S2)C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512134400,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC=C2C(=O)N1CCOC(C1)C1=CC=CC=C1,ClC1=CC=CC2=C1SC=C2C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512134656,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC(=CC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,ClC1=CC=C2SC(=CC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512134912,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC=C2C(=O)N(CC1=CC=CC=C1)C1COC1,ClC1=CC=CC2=C1SC=C2C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512135168,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC(=CC2=C1)C(=O)N1CCOC(C1)C1=CC=CC=C1,ClC1=CC=C2SC(=CC2=C1)C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512135424,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C=C(SC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,ClC1=CC=C2C=C(SC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,CSRS8030130636560726043303512135680,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C=C(SC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,ClC1=CC=C2C=C(SC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512135936,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C(SC=C2C(=O)N2CCOCC2C2=CC=CC=C2)=C1,ClC1=CC=C2C(SC=C2C(=O)N2CCOCC2C2=CC=CC=C2)=C1,CSRS8030130636560726043303512136192,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC=C(C(=O)N3CCOCC3C3=CC=CC=C3)C2=C1,ClC1=CC=C2SC=C(C(=O)N3CCOCC3C3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512136448,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC=C(C(=O)N(CC3=CC=CC=C3)C3COC3)C2=C1,ClC1=CC=C2SC=C(C(=O)N(CC3=CC=CC=C3)C3COC3)C2=C1,CSRS8030130636560726043303512136704,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC=C(C(=O)N3COCCC3C3=CC=CC=C3)C2=C1,ClC1=CC=C2SC=C(C(=O)N3COCCC3C3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512136960,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC(=C2)C(=O)N(C1CCOC1)C1=CC=CC=C1,ClC1=CC=CC2=C1SC(=C2)C(=O)N(C1CCOC1)C1=CC=CC=C1,CSRS8030130636560726043303512137216,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C=C(SC2=C1)C(=O)N(C1CCOC1)C1=CC=CC=C1,ClC1=CC=C2C=C(SC2=C1)C(=O)N(C1CCOC1)C1=CC=CC=C1,CSRS8030130636560726043303512137472,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2SC(=CC2=C1)C(=O)N(C1CCOC1)C1=CC=CC=C1,ClC1=CC=C2SC(=CC2=C1)C(=O)N(C1CCOC1)C1=CC=CC=C1,CSRS8030130636560726043303512137728,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=C2C(SC=C2C(=O)N(C2CCOC2)C2=CC=CC=C2)=C1,ClC1=CC=C2C(SC=C2C(=O)N(C2CCOC2)C2=CC=CC=C2)=C1,CSRS8030130636560726043303512137984,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1C=C(S2)C(=O)N(C1CCOC1)C1=CC=CC=C1,ClC1=CC=CC2=C1C=C(S2)C(=O)N(C1CCOC1)C1=CC=CC=C1,CSRS8030130636560726043303512138240,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
ClC1=CC=CC2=C1SC=C2C(=O)N(C1CCOC1)C1=CC=CC=C1,ClC1=CC=CC2=C1SC=C2C(=O)N(C1CCOC1)C1=CC=CC=C1,CSRS8030130636560726043303512138496,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC(=CC2=C1)C(=O)N1CCOC(C1)C1=CC=CC=C1,BrC1=CC=C2SC(=CC2=C1)C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512138752,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1SC=C2C(=O)N1COCCC1C1=CC=CC=C1,BrC1=CC=CC2=C1SC=C2C(=O)N1COCCC1C1=CC=CC=C1,CSRS8030130636560726043303512139008,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C=C(SC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,BrC1=CC=C2C=C(SC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512139264,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC=C(C(=O)N3CC(C3)OCC3=CC=CC=C3)C2=C1,BrC1=CC=C2SC=C(C(=O)N3CC(C3)OCC3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512139520,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC=C(C(=O)N3CCOC(C3)C3=CC=CC=C3)C2=C1,BrC1=CC=C2SC=C(C(=O)N3CCOC(C3)C3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512139776,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C=C(SC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,BrC1=CC=C2C=C(SC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512140032,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C=C(SC2=C1)C(=O)N1COCCC1C1=CC=CC=C1,BrC1=CC=C2C=C(SC2=C1)C(=O)N1COCCC1C1=CC=CC=C1,CSRS8030130636560726043303512140288,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1C=C(S2)C(=O)N(CC1=CC=CC=C1)C1COC1,BrC1=CC=CC2=C1C=C(S2)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512140544,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1SC=C2C(=O)N1CCOC(C1)C1=CC=CC=C1,BrC1=CC=CC2=C1SC=C2C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512140800,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1C=C(S2)C(=O)N1CCOC(C1)C1=CC=CC=C1,BrC1=CC=CC2=C1C=C(S2)C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512141056,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC=C(C(=O)N3COCCC3C3=CC=CC=C3)C2=C1,BrC1=CC=C2SC=C(C(=O)N3COCCC3C3=CC=CC=C3)C2=C1,CSRS8030130636560726043303512141312,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC(=CC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,BrC1=CC=C2SC(=CC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,CSRS8030130636560726043303512141568,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1SC(=C2)C(=O)N1CCOC(C1)C1=CC=CC=C1,BrC1=CC=CC2=C1SC(=C2)C(=O)N1CCOC(C1)C1=CC=CC=C1,CSRS8030130636560726043303512141824,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC(=CC2=C1)C(=O)N1COCCC1C1=CC=CC=C1,BrC1=CC=C2SC(=CC2=C1)C(=O)N1COCCC1C1=CC=CC=C1,CSRS8030130636560726043303512142080,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C(SC=C2C(=O)N2CCOC(C2)C2=CC=CC=C2)=C1,BrC1=CC=C2C(SC=C2C(=O)N2CCOC(C2)C2=CC=CC=C2)=C1,CSRS8030130636560726043303512142336,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC(=CC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,BrC1=CC=C2SC(=CC2=C1)C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512142592,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C=C(SC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,BrC1=CC=C2C=C(SC2=C1)C(=O)N1CCOCC1C1=CC=CC=C1,CSRS8030130636560726043303512142848,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C(SC=C2C(=O)N(CC2=CC=CC=C2)C2COC2)=C1,BrC1=CC=C2C(SC=C2C(=O)N(CC2=CC=CC=C2)C2COC2)=C1,CSRS8030130636560726043303512143104,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1SC=C2C(=O)N1CC(C1)OCC1=CC=CC=C1,BrC1=CC=CC2=C1SC=C2C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512143360,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2C(SC=C2C(=O)N2COCCC2C2=CC=CC=C2)=C1,BrC1=CC=C2C(SC=C2C(=O)N2COCCC2C2=CC=CC=C2)=C1,CSRS8030130636560726043303512143616,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC(=CC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,BrC1=CC=C2SC(=CC2=C1)C(=O)N1CC(C1)OCC1=CC=CC=C1,CSRS8030130636560726043303512143872,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=CC2=C1SC=C2C(=O)N(CC1=CC=CC=C1)C1COC1,BrC1=CC=CC2=C1SC=C2C(=O)N(CC1=CC=CC=C1)C1COC1,CSRS8030130636560726043303512144128,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
BrC1=CC=C2SC=C(C(=O)N(CC3=CC=CC=C3)C3COC3)C2=C1,BrC1=CC=C2SC=C(C(=O)N(CC3=CC=CC=C3)C3COC3)C2=C1,CSRS8030130636560726043303512144384,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17336,Fc1c2c(sc(C(=O)N3CC(c4ccccc4)OCC3)c2)ccc1
COC1=CC=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C(Cl)=C1,COC1=CC=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C(Cl)=C1,CSRS8030140624365837312603139386368,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(Cl)C(NC(=O)C(=O)NCCC2=CC=CC=C2)=C1,COC1=CC=C(Cl)C(NC(=O)C(=O)NCCC2=CC=CC=C2)=C1,CSRS8030140624365837312603139386624,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C=CC=C1Cl,COC1=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C=CC=C1Cl,CSRS8030140624365837312603139386880,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C=C1Cl,COC1=CC=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C=C1Cl,CSRS8030140624365837312603139387136,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC(NC(=O)C(=O)NCCC2=CC=CC=C2)=CC=C1Cl,COC1=CC(NC(=O)C(=O)NCCC2=CC=CC=C2)=CC=C1Cl,CSRS8030140624365837312603139387392,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(Cl)C=C1NC(=O)C(=O)NCCC1=CC=CC=C1,COC1=CC=C(Cl)C=C1NC(=O)C(=O)NCCC1=CC=CC=C1,CSRS8030140624365837312603139387648,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC(Cl)=CC=C1NC(=O)C(=O)NCCC1=CC=CC=C1,COC1=CC(Cl)=CC=C1NC(=O)C(=O)NCCC1=CC=CC=C1,CSRS8030140624365837312603139387904,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C(Cl)=CC=C1,COC1=C(NC(=O)C(=O)NCCC2=CC=CC=C2)C(Cl)=CC=C1,CSRS8030140624365837312603139388160,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C=C1Cl,COC1=CC=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C=C1Cl,CSRS8030140624365837312603139388416,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C(Cl)=C1,COC1=CC=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C(Cl)=C1,CSRS8030140624365837312603139388672,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC(NC(=O)C(=O)NC(C)C2=CC=CC=C2)=CC=C1Cl,COC1=CC(NC(=O)C(=O)NC(C)C2=CC=CC=C2)=CC=C1Cl,CSRS8030140624365837312603139388928,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C(Cl)=CC=C1,COC1=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C(Cl)=CC=C1,CSRS8030140624365837312603139389184,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(Cl)C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)=C1,COC1=CC=C(Cl)C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)=C1,CSRS8030140624365837312603139389440,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC(Cl)=CC=C1NC(=O)C(=O)NC(C)C1=CC=CC=C1,COC1=CC(Cl)=CC=C1NC(=O)C(=O)NC(C)C1=CC=CC=C1,CSRS8030140624365837312603139389696,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C=CC=C1Cl,COC1=C(NC(=O)C(=O)NC(C)C2=CC=CC=C2)C=CC=C1Cl,CSRS8030140624365837312603139389952,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
COC1=CC=C(Cl)C=C1NC(=O)C(=O)NC(C)C1=CC=CC=C1,COC1=CC=C(Cl)C=C1NC(=O)C(=O)NC(C)C1=CC=CC=C1,CSRS8030140624365837312603139390208,REAL and Freedom Spaces structure,269,1 mg,269,Enamine Ltd,17352,Clc1cc(NC(=O)C(=O)NCCc2ccccc2)c(OC)cc1
